服务器 ID,玩家 ID,玩家信息,标题信息,附件资产信息,自定义
2007202,6305433,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2007202,6305433,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2007202,6305433,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2007202,7162798,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2007202,7162798,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2007202,7162798,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2007202,7182003,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2007202,7182003,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2007202,7182003,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2007202,8128487,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2007202,8128487,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2007202,8128487,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2007202,8612339,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2007202,8612339,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2007202,8612339,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2008502,5689188,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2008502,5689188,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2008502,5689188,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2008502,6668272,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2008502,6668272,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2008502,6668272,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2008502,8906268,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2008502,8906268,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2008502,8906268,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2010102,7658111,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2010102,7658111,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2010102,7658111,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2010302,8763161,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2010302,8763161,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2010302,8763161,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2012102,8883313,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2012102,8883313,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2012102,8883313,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2012102,8945927,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2012102,8945927,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2012102,8945927,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2012302,7893728,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2012302,7893728,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2012302,7893728,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2012302,8257034,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2012302,8257034,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2012302,8257034,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2012402,20223159,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2012402,20223159,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2012402,20223159,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2012402,3781116,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2012402,3781116,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2012402,3781116,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2012402,5517812,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2012402,5517812,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2012402,5517812,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2012402,6865857,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2012402,6865857,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2012402,6865857,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2012402,8158302,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2012402,8158302,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2012402,8158302,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2012402,8642776,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2012402,8642776,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2012402,8642776,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2012402,8654505,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2012402,8654505,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2012402,8654505,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2012402,8815955,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2012402,8815955,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2012402,8815955,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2012402,8914963,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2012402,8914963,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2012402,8914963,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2012402,8963465,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2012402,8963465,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2012402,8963465,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2013402,7378760,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2013402,7378760,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2013402,7378760,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2013402,9570697,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2013402,9570697,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2013402,9570697,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2013402,9692226,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2013402,9692226,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2013402,9692226,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2013602,9375402,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2013602,9375402,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2013602,9375402,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2013602,9385911,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2013602,9385911,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2013602,9385911,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2013602,9748624,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2013602,9748624,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2013602,9748624,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2014502,19775234,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2014502,19775234,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2014502,19775234,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2015702,10878467,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2015702,10878467,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2015702,10878467,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2015702,13591854,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2015702,13591854,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2015702,13591854,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2015702,13649676,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2015702,13649676,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2015702,13649676,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2015702,14206364,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2015702,14206364,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2015702,14206364,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2015702,14983329,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2015702,14983329,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2015702,14983329,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2016902,11534557,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2016902,11534557,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2016902,11534557,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2016902,16882752,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2016902,16882752,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2016902,16882752,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2016902,169859,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2016902,169859,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2016902,169859,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2016902,22009185,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2016902,22009185,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2016902,22009185,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2016902,47557017,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2016902,47557017,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2016902,47557017,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2016902,56262169,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2016902,56262169,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2016902,56262169,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2017802,11850322,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2017802,11850322,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2017802,11850322,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2017802,16620082,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2017802,16620082,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2017802,16620082,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2018202,12303500,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2018202,12303500,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2018202,12303500,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2018202,12346315,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2018202,12346315,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2018202,12346315,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2018502,11139491,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2018502,11139491,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2018502,11139491,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2018502,12735607,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2018502,12735607,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2018502,12735607,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2018502,17676293,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2018502,17676293,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2018502,17676293,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2018502,17730425,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2018502,17730425,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2018502,17730425,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2021902,14252259,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2021902,14252259,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
2021902,14252259,,,,"[{""assetType"":""item"",""id"":111110264,""amount"":1}]"
2021902,14712628,,,,"[{""assetType"":""item"",""id"":11112091,""amount"":18}]"
2021902,14712628,,,,"[{""assetType"":""item"",""id"":11112498,""amount"":6}]"
