服务器 ID,玩家 ID,玩家信息,标题信息,附件资产信息,自定义
2074702,74174722,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2007202,19535546,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2054002,19893734,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2000808,219012183,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2016902,63778994,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2060302,54937851,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2006102,6454041,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2086302,208769033,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2015702,13591854,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2013402,7378760,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2006102,9126115,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2018202,12303500,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2031402,24346933,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2037402,24952300,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2049702,37121721,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2091302,218655117,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2078702,81972838,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2038602,31692115,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2013402,9658942,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2012402,6865857,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2052702,44228252,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2058802,47218702,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2024702,18661613,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2024702,21450330,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2010302,9254415,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2054202,46019951,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2010302,8763161,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2016902,56262169,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2024402,17554939,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2049702,38749156,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2012402,19981811,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2060302,66874900,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2079102,84490801,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2047502,40648044,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2079402,85219672,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2063202,28877038,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2006102,6151149,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
2028602,24608076,,,,"[{""assetType"":""item"",""id"":111111023,""amount"":1}]"
