服务器 ID,玩家 ID,玩家信息,标题信息,附件资产信息,自定义
2030502,23316245,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":15}]"
2031402,25752082,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2031402,27343936,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2032402,25193299,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2032402,25443376,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2033202,25189731,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2033902,21995479,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2037402,34766622,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2037402,30573964,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2037402,33809175,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2037402,29795089,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2037402,34574116,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2038602,34537037,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2038602,34631138,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2038602,31477972,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2038602,221271046,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2038602,34286887,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2039502,36651288,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":28}]"
2039502,33867988,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2041002,32789846,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":15}]"
2041002,35472678,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2041002,33720456,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2043802,35237732,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2043802,30255513,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2043802,35517908,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2044602,35945548,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2044602,36383669,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2044602,36100391,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2046502,38255324,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2047102,38999353,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2047102,36965778,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2047102,37180276,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2047102,38202601,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2047102,37893569,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":15}]"
2047502,38473327,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2047502,38518525,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":15}]"
2047502,38070099,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2049702,40342119,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2050802,40448845,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2050802,39726626,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2051002,37777943,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2051002,37861437,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2051002,37634758,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2051002,37857182,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":15}]"
