1960,1769510,"[55101*330, 55100*540]",,,
1990,1800625,"[55101*210, 55100*390]",,,
1620,1027060,"[55101*165, 55100*270]",,,
1970,1775428,"[55101*120, 55100*210]",,,
1600,965625,"[55101*90, 55100*180]",,,
1800,1491334,"[55101*90, 55100*150]",,,
1580,1510821,"[55101*90, 55100*150]",,,
2270,2051648,"[55101*90, 55100*150]",,,
1950,1762526,"[55101*90, 55100*120]",,,
1950,1766059,"[55101*90, 55100*120]",,,
1960,1769791,"[55101*90, 55100*120]",,,
1970,1774853,"[55101*90, 55100*120]",,,
1970,1774939,"[55101*90, 55100*120]",,,
1970,1779270,"[55101*90, 55100*120]",,,
1970,1781758,"[55101*90, 55100*120]",,,
2000,1803637,"[55101*90, 55100*120]",,,
2000,1809275,"[55101*90, 55100*120]",,,
2020,1821218,"[55101*90, 55100*120]",,,
2200,2000445,"[55101*90, 55100*120]",,,
2210,2005409,"[55101*90, 55100*120]",,,
2220,2017598,"[55101*90, 55100*120]",,,
2220,2024576,"[55101*90, 55100*120]",,,
2250,2031235,"[55101*90, 55100*120]",,,
2270,2057299,"[55101*90, 55100*120]",,,
2270,2061721,"[55101*90, 55100*120]",,,
2280,2078486,"[55101*90, 55100*120]",,,
2280,2080967,"[55101*90, 55100*120]",,,
2310,2091490,"[55101*90, 55100*120]",,,
2310,2095299,"[55101*90, 55100*120]",,,
1390,579997,"[55101*90, 55100*120]",,,
1600,982279,"[55101*90, 55100*120]",,,
1870,1612601,"[55101*60, 55100*120]",,,
1610,1003342,"[55101*45, 55100*60]",,,
1950,1764935,"[55101*45, 55100*60]",,,
1980,1783048,"[55101*45, 55100*60]",,,
1980,1784523,"[55101*45, 55100*60]",,,
1980,1791477,"[55101*45, 55100*60]",,,
2230,2016497,"[55101*45, 55100*60]",,,
2220,2030382,"[55101*45, 55100*60]",,,
2300,2106544,"[55101*45, 55100*60]",,,
1710,1367397,[55100*30],,,
1990,1796992,"[55101*15, 55100*15]",,,
2310,2095034,[55100*30],,,
