2080,1882551,[1146*5],,,
2080,1891550,[1146*5],,,
2240,2035000,[1146*5],,,
2020,1827751,[1146*5],,,
2240,2038872,[1146*5],,,
2120,1925792,[1146*5],,,
2060,1864107,[1146*5],,,
2120,1921142,[1146*5],,,
2070,1875748,[1146*5],,,
2180,1981331,[1146*5],,,
2160,1957603,[1146*5],,,
1900,1657296,[1146*5],,,
2160,1974394,[1146*5],,,
2130,1921931,[1146*5],,,
1570,828024,[1146*5],,,
1910,1684819,[1146*5],,,
1440,706021,[1146*5],,,
2020,1825673,[1146*5],,,
2170,1959791,[1146*5],,,
2010,1809953,[1146*5],,,
1970,1780753,[1146*5],,,
1960,1771631,[1146*5],,,
1900,1654455,[1146*5],,,
1860,1602390,[1146*5],,,
1390,644138,[1146*5],,,
1620,1038445,[1146*5],,,
1890,1636962,[1146*5],,,
1930,1731905,[1146*5],,,
1550,803904,[1146*5],,,
1420,688052,[1146*5],,,
1910,1679246,[1146*5],,,
1950,1758008,[1146*5],,,
1930,1733786,[1146*5],,,
1670,1242637,[1146*5],,,
1930,1742167,[1146*5],,,
1890,1635959,[1146*5],,,
2180,1992982,[1146*5],,,
2220,2023240,[1146*5],,,
2180,1978131,[1146*5],,,
2000,1816033,[1146*5],,,
2100,1914121,[1146*5],,,
2160,1955789,[1146*5],,,
2220,2023196,[1146*5],,,
2140,1949986,[1146*5],,,
2240,2038134,[1146*5],,,
2140,1936785,[1146*5],,,
2000,1815933,[1146*5],,,
1510,758503,[1146*5],,,
2060,2057327,[1146*5],,,
1910,1680885,[1146*5],,,
1640,1113944,[1146*5],,,
1650,1156146,[1146*5],,,
1670,1239701,[1146*5],,,
1940,1757272,[1146*5],,,
1940,1751177,[1146*5],,,
1690,1328564,[1146*5],,,
1950,1764344,[1146*5],,,
1810,1515153,[1146*5],,,
1910,1682811,[1146*5],,,
1810,1512721,[1146*5],,,
1620,1024538,[1146*5],,,
1930,1739578,[1146*5],,,
1800,1992716,[1146*5],,,
1590,942575,[1146*5],,,
1740,1399506,[1146*5],,,
1930,1729491,[1146*5],,,
1670,1227652,[1146*5],,,
1440,715759,[1146*5],,,
1760,1427406,[1146*5],,,
1590,909614,[1146*5],,,
2060,1866958,[1146*5],,,
1800,2035446,[1146*5],,,
1660,1202828,[1146*5],,,
1630,1100366,[1146*5],,,
1900,1659217,[1146*5],,,
1890,1638633,[1146*5],,,
2160,1957874,[1146*5],,,
2100,1904478,[1146*5],,,
2060,1865123,[1146*5],,,
2200,2009607,[1146*5],,,
1530,793526,[1146*5],,,
2190,1994296,[1146*5],,,
2130,1931311,[1146*5],,,
2220,2028949,[1146*5],,,
2020,1818254,[1146*5],,,
2060,1862819,[1146*5],,,
2160,1976131,[1146*5],,,
2160,1958554,[1146*5],,,
2190,1991120,[1146*5],,,
2230,2027455,[1146*5],,,
2140,1940976,[1146*5],,,
2010,1804927,[1146*5],,,
1850,1573548,[1146*5],,,
1600,982929,[1146*5],,,
2200,2007169,[1146*5],,,
2080,1880346,[1146*5],,,
2040,1855569,[1146*5],,,
2040,1853219,[1146*5],,,
1630,1080921,[1146*5],,,
2100,1917013,[1146*5],,,
1820,1536508,[1146*5],,,
1590,932067,[1146*5],,,
1910,1672788,[1146*5],,,
1510,736624,[1146*5],,,
1640,1109711,[1146*5],,,
1750,1411812,[1146*5],,,
1900,1654503,[1146*5],,,
1620,1036090,[1146*5],,,
1740,1404191,[1146*5],,,
1670,1261704,[1146*5],,,
1670,1235685,[1146*5],,,
1890,1640930,[1146*5],,,
1690,1311894,[1146*5],,,
1960,1771778,[1146*5],,,
2090,1890371,[1146*5],,,
1890,1638719,[1146*5],,,
1510,762025,[1146*5],,,
1850,1587714,[1146*5],,,
1530,786487,[1146*5],,,
1540,801766,[1146*5],,,
1550,806190,[1146*5],,,
1970,1776247,[1146*5],,,
1800,1499684,[1146*5],,,
1940,1750510,[1146*5],,,
2030,1834847,[1146*5],,,
2030,1819790,[1146*5],,,
1590,926221,[1146*5],,,
2060,1860882,[1146*5],,,
2240,2046463,[1146*5],,,
2230,2017373,[1146*5],,,
2100,1906205,[1146*5],,,
2230,2023988,[1146*5],,,
2190,1995675,[1146*5],,,
2140,1949926,[1146*5],,,
2080,1896528,[1146*5],,,
2160,1957543,[1146*5],,,
